09 000 97 000 CT CT Total Mig - US                    35489      62445     2729731    32972
09 000 98 000 CT CT Total Mig - Foreign                2583       3633      108621     9304
09 000 09 000 CT CT Non-Migrants                    1345270    2781620   112353473    44402
09 000 36 000 NY NEW YORK                              9259      16662      892124    39747
09 000 25 000 MA MASSACHUSETTS                         4291       6635      260403    33244
09 000 12 000 FL FLORIDA                               3158       5525      160245    21868
09 000 57 000 FR Foreign                               2583       3633      108621     9304
09 000 34 000 NJ NEW JERSEY                            1819       3200      172294    41006
09 000 06 000 CA CALIFORNIA                            1753       3039      154590    34649
09 000 42 000 PA PENNSYLVANIA                          1280       2163       77428    29262
09 000 44 000 RI RHODE ISLAND                          1269       2154       66087    32440
09 000 51 000 VA VIRGINIA                              1047       2015       68622    33426
09 000 26 000 MI MICHIGAN                               958       2204      144763    91101
09 000 37 000 NC NORTH CAROLINA                         893       1619       43155    22106
09 000 48 000 TX TEXAS                                  824       1537       70611    32624
09 000 17 000 IL ILLINOIS                               774       1401      105299    40344
09 000 13 000 GA GEORGIA                                757       1506       51294    28181
09 000 24 000 MD MARYLAND                               640       1150       53012    34592
09 000 33 000 NH NEW HAMPSHIRE                          616        943       30031    27646
09 000 39 000 OH OHIO                                   553        994       48945    33570
09 000 23 000 ME MAINE                                  451        717       16878    22601
09 000 45 000 SC SOUTH CAROLINA                         419        753       15659    24188
09 000 53 000 WA WASHINGTON                             392        740       31851    32187
09 000 50 000 VT VERMONT                                371        559       17176    24166
09 000 04 000 AZ ARIZONA                                354        623       18913    29699
09 000 08 000 CO COLORADO                               352        635       23101    29249
09 000 47 000 TN TENNESSEE                              270        503       17982    27856
09 000 27 000 MN MINNESOTA                              261        487       32490    43635
09 000 18 000 IN INDIANA                                246        420       13636    28288
09 000 29 000 MO MISSOURI                               209        349       15852    28147
09 000 55 000 WI WISCONSIN                              203        359       13701    29117
09 000 11 000 DC DISTRICT OF COLUMBIA                   195        247       13552    36799
09 000 32 000 NV NEVADA                                 159        231        8423    24218
09 000 21 000 KY KENTUCKY                               143        269        8634    27499
09 000 41 000 OR OREGON                                 138        229        5914    25468
09 000 01 000 AL ALABAMA                                137        269        5126    19736
09 000 15 000 HI HAWAII                                 136        263        8366    33928
09 000 22 000 LA LOUISIANA                              126        210        5696    27678
09 000 10 000 DE DELAWARE                               116        186        6166    36363
09 000 49 000 UT UTAH                                   111        219        5504    27499
09 000 19 000 IA IOWA                                   110        212        8748    37499
09 000 20 000 KS KANSAS                                 103        192        7965    26428
09 000 40 000 OK OKLAHOMA                                99        171        6082    25681
09 000 35 000 NM NEW MEXICO                              82        134        4120    31785
09 000 31 000 NE NEBRASKA                                70        138        3901    27999
09 000 28 000 MS MISSISSIPPI                             57        104        2131    23332
09 000 05 000 AR ARKANSAS                                50         79        2540    20832
09 000 54 000 WV WEST VIRGINIA                           48         86        2546    34999
09 000 16 000 ID IDAHO                                   43         83        2179    29999
09 000 02 000 AK ALASKA                                  42         73        1646    17499
09 000 30 000 MT MONTANA                                 36         51        1216    17499
09 000 38 000 ND NORTH DAKOTA                            25         34         646    22499
09 000 46 000 SD SOUTH DAKOTA                            24         45        1068    23570
09 000 56 000 WY WYOMING                                 20         28        1417    23999
10 000 96 000 DE DE Total Mig - US & For              15603      28565      808774    30981
10 000 97 000 DE DE Total Mig - US                    15132      27787      794352    31609
10 000 98 000 DE DE Total Mig - Foreign                 471        778       14422    16874
10 000 10 000 DE DE Non-Migrants                     327251     682893    20796218    38934
10 000 42 000 PA PENNSYLVANIA                          4007       7388      202458    34195
10 000 24 000 MD MARYLAND                              2932       5313      155406    32499
10 000 34 000 NJ NEW JERSEY                            1803       3270      104256    35994
10 000 36 000 NY NEW YORK                              1068       2013       54514    29141
10 000 12 000 FL FLORIDA                                719       1252       35840    21835
10 000 51 000 VA VIRGINIA                               697       1300       44383    39332
10 000 57 000 FR Foreign                                471        778       14422    16874
10 000 37 000 NC NORTH CAROLINA                         376        725       15240    23142
10 000 48 000 TX TEXAS                                  324        624       17822    32749
10 000 06 000 CA CALIFORNIA                             315        575       20218    28874
10 000 13 000 GA GEORGIA                                250        462       10495    19847
10 000 39 000 OH OHIO                                   238        424       12954    27726
10 000 25 000 MA MASSACHUSETTS                          186        300       10808    26315
10 000 17 000 IL ILLINOIS                               177        292        9084    35249
10 000 45 000 SC SOUTH CAROLINA                         153        302        6508    27187
10 000 47 000 TN TENNESSEE                              130        238        5692    25555
10 000 09 000 CT CONNECTICUT                            127        229        7394    33570
10 000 26 000 MI MICHIGAN                               123        227        6846    35277
10 000 04 000 AZ ARIZONA                                104        200        6197    33749
10 000 53 000 WA WASHINGTON                             102        227        4543    29999
10 000 11 000 DC DISTRICT OF COLUMBIA                    86        119        7327    39999
10 000 08 000 CO COLORADO                                81        156        3108    22187
10 000 54 000 WV WEST VIRGINIA                           75        139        3425    26666
10 000 18 000 IN INDIANA                                 70        122        3397    27499
10 000 29 000 MO MISSOURI                                70        123        3345    23999
10 000 40 000 OK OKLAHOMA                                65        142        2545    30624
10 000 27 000 MN MINNESOTA                               57        100        2482    30624
10 000 32 000 NV NEVADA                                  57         89        1981    26666
10 000 21 000 KY KENTUCKY                                56        101        2232    21249
10 000 22 000 LA LOUISIANA                               55        109        2527    26249
10 000 55 000 WI WISCONSIN                               52         84        2405    29499
10 000 15 000 HI HAWAII                                  51        102        2917    36666
10 000 01 000 AL ALABAMA                                 49        103        2858    42499
10 000 33 000 NH NEW HAMPSHIRE                           48         98        3029    51249
10 000 35 000 NM NEW MEXICO                              47        100        1871    25624
10 000 20 000 KS KANSAS                                  40         78        2052    39999
10 000 28 000 MS MISSISSIPPI                             35         70        2283    31249
10 000 49 000 UT UTAH                                    35         70        1077    15832
10 000 23 000 ME MAINE                                   34         74        1987    18213
10 000 44 000 RI RHODE ISLAND                            31         52        1436    27499
10 000 19 000 IA IOWA                                    30         54        1621    37499
10 000 02 000 AK ALASKA                                  29         65        1451    38749
10 000 05 000 AR ARKANSAS                                26         54        1072    22499
10 000 50 000 VT VERMONT                                 26         35        1093    14999
10 000 31 000 NE NEBRASKA                                24         49        1753    42499
10 000 41 000 OR OREGON                                  23         37         811    20832
10 000 46 000 SD SOUTH DAKOTA                            13         28         469    36249
10 000 56 000 WY WYOMING                                 11         19         395    22499
10 000 16 000 ID IDAHO                                   10         17         274    18332
10 000 30 000 MT MONTANA                                 10         26         289    16874
10 000 38 000 ND NORTH DAKOTA                             5         11         183    32499
11 000 96 000 DC DC Total Mig - US & For              27102      35808     1375829    31849
11 000 97 000 DC DC Total Mig - US                    25470      33803     1330180    33013
11 000 98 000 DC DC Total Mig - Foreign                1632       2005       45649     6937
11 000 11 000 DC DC Non-Migrants                     208523     349940    15294284    41612
11 000 24 000 MD MARYLAND                              7580      12114      357955    32128
11 000 51 000 VA VIRGINIA                              4886       6149      305750    46264
11 000 57 000 FR Foreign                               1632       2005       45649     6937
11 000 36 000 NY NEW YORK                              1595       1892      104213    34111
11 000 06 000 CA CALIFORNIA                            1385       1658       82609    31774
11 000 42 000 PA PENNSYLVANIA                           935       1072       44742    28018
11 000 25 000 MA MASSACHUSETTS                          812        914       43314    30041
11 000 12 000 FL FLORIDA                                738        896       35539    29622
11 000 37 000 NC NORTH CAROLINA                         670        849       29476    26405
11 000 48 000 TX TEXAS                                  622        773       36215    29755
11 000 17 000 IL ILLINOIS                               599        702       32148    28653
11 000 34 000 NJ NEW JERSEY                             562        643       29060    28749
11 000 39 000 OH OHIO                                   448        511       17656    24755
