09 000 40 000 OK OKLAHOMA                               136        262        9137    24843
09 000 20 000 KS KANSAS                                  95        182        4896    31874
09 000 05 000 AR ARKANSAS                                94        188        6598    32499
09 000 28 000 MS MISSISSIPPI                             88        159        3671    24317
09 000 19 000 IA IOWA                                    82        153        3975    24999
09 000 30 000 MT MONTANA                                 79        115        5721    18437
09 000 54 000 WV WEST VIRGINIA                           70        150        4410    23124
09 000 02 000 AK ALASKA                                  60         77        1526    20249
09 000 16 000 ID IDAHO                                   55         92        3323    36666
09 000 31 000 NE NEBRASKA                                55        117        4573    21999
09 000 56 000 WY WYOMING                                 54         74       22297    18076
09 000 46 000 SD SOUTH DAKOTA                            20         35        1145    20832
09 000 38 000 ND NORTH DAKOTA                            17         20         656    24999
10 000 96 000 DE DE Total Mig - US & For              13485      24838      728995    30310
10 000 97 000 DE DE Total Mig - US                    13167      24261      712380    30505
10 000 98 000 DE DE Total Mig - Foreign                 318        577       16615    24744
10 000 10 000 DE DE Non-Migrants                     313365     658397    19696953    38311
10 000 42 000 PA PENNSYLVANIA                          2967       5463      170968    34763
10 000 24 000 MD MARYLAND                              2168       3848       95009    27881
10 000 12 000 FL FLORIDA                               1050       1832       69104    29179
10 000 34 000 NJ NEW JERSEY                             977       1732       50837    32745
10 000 51 000 VA VIRGINIA                               636       1196       39718    32433
10 000 36 000 NY NEW YORK                               633       1055       29951    26394
10 000 37 000 NC NORTH CAROLINA                         584       1195       34152    28060
10 000 48 000 TX TEXAS                                  436        860       24725    35108
10 000 06 000 CA CALIFORNIA                             403        653       21645    29434
10 000 13 000 GA GEORGIA                                370        745       16982    24389
10 000 57 000 FR Foreign                                318        577       16615    24744
10 000 45 000 SC SOUTH CAROLINA                         228        439       11154    26183
10 000 39 000 OH OHIO                                   213        476       14879    36249
10 000 04 000 AZ ARIZONA                                189        342       10788    31249
10 000 17 000 IL ILLINOIS                               175        367       10134    39614
10 000 47 000 TN TENNESSEE                              165        345        8154    27707
10 000 25 000 MA MASSACHUSETTS                          151        228        7519    27499
10 000 08 000 CO COLORADO                               119        247        5922    32856
10 000 53 000 WA WASHINGTON                             112        221        7271    33928
10 000 09 000 CT CONNECTICUT                            110        195        5626    28332
10 000 11 000 DC DISTRICT OF COLUMBIA                   104        125        5600    28928
10 000 26 000 MI MICHIGAN                                96        193        5260    24999
10 000 55 000 WI WISCONSIN                               95        212        7426    53471
10 000 01 000 AL ALABAMA                                 84        184        4646    28437
10 000 54 000 WV WEST VIRGINIA                           83        164        3167    18888
10 000 18 000 IN INDIANA                                 82        168        4331    24285
10 000 32 000 NV NEVADA                                  81        134        4450    25624
10 000 21 000 KY KENTUCKY                                78        151        3513    29999
10 000 29 000 MO MISSOURI                                69        148        4080    29166
10 000 22 000 LA LOUISIANA                               62        137        2756    25624
10 000 27 000 MN MINNESOTA                               54         81        2518    27249
10 000 33 000 NH NEW HAMPSHIRE                           46         92        2787    55356
10 000 23 000 ME MAINE                                   45         78        3030    34999
10 000 41 000 OR OREGON                                  43         61        1852    27499
10 000 15 000 HI HAWAII                                  42         82        1581    31943
10 000 05 000 AR ARKANSAS                                41         81        2408    24999
10 000 20 000 KS KANSAS                                  39         74        1786    24166
10 000 35 000 NM NEW MEXICO                              37         72        1593    28124
10 000 28 000 MS MISSISSIPPI                             36         73        1765    40624
10 000 40 000 OK OKLAHOMA                                34         56        1154    19374
10 000 49 000 UT UTAH                                    31         58        2348    32499
10 000 02 000 AK ALASKA                                  30         70        1114    26999
10 000 44 000 RI RHODE ISLAND                            27         46        1641    36249
10 000 31 000 NE NEBRASKA                                26         51        1149    23749
10 000 19 000 IA IOWA                                    24         57        1536    47499
10 000 30 000 MT MONTANA                                 19         35         785    19999
10 000 56 000 WY WYOMING                                 19         41         800    24999
10 000 46 000 SD SOUTH DAKOTA                            18         37        1090    33499
10 000 50 000 VT VERMONT                                 16         29         772    29999
10 000 16 000 ID IDAHO                                   15         24         631    13749
10 000 38 000 ND NORTH DAKOTA                             5          8         274    24999
11 000 96 000 DC DC Total Mig - US & For              24253      38555     1472259    36977
11 000 97 000 DC DC Total Mig - US                    23543      37403     1425854    36897
11 000 98 000 DC DC Total Mig - Foreign                 710       1152       46405    42142
11 000 11 000 DC DC Non-Migrants                     200735     340905    14093570    39975
11 000 24 000 MD MARYLAND                              9391      17798      466599    33365
11 000 51 000 VA VIRGINIA                              4369       6466      295851    44433
11 000 36 000 NY NEW YORK                              1613       1927      111863    43055
11 000 06 000 CA CALIFORNIA                            1239       1564       96028    39830
11 000 57 000 FR Foreign                                710       1152       46405    42142
11 000 12 000 FL FLORIDA                                631        907       53896    40390
11 000 37 000 NC NORTH CAROLINA                         624        935       30647    30105
11 000 42 000 PA PENNSYLVANIA                           537        717       30034    36666
11 000 25 000 MA MASSACHUSETTS                          525        647       35478    34849
11 000 17 000 IL ILLINOIS                               497        602       32222    40445
11 000 48 000 TX TEXAS                                  430        624       23701    34582
11 000 13 000 GA GEORGIA                                405        648       22557    34478
11 000 34 000 NJ NEW JERSEY                             282        380       17031    35146
